caption,username
Still one of the best beach in Bali.,Dhanny Kusnadi
Honestly I don't know what's so special about this place lol.,Farhan Fakhriza
For the #sunsetlover #kutabeach favorite and #recomended …,verena lie
👍👍👍👍,Devita Prima S.
"Aside from the humongous piled trashes, we love it. Last time I visited here was in 2018... So much changed.. Hubby love the dogs that are free to play here",Lettisa D. S. Wardhani
"Missing Kutta beach. This beach is the Surfing paradise in last paradise, Bali. Enjoy surfing and drink beer. Many good people is coming for rest. …",Jamie choi
"No entrance ticket. Motorbike parking in front of beach. If you driving car, you can parking at beachwalk in front of the beach. …",Meibee
"The famous beach in Bali, people come from around the world. One of mu favorite beach for sunset, very recommended",Agung Wirantara
"Most famous beach in Bali, great wave, great view, go sit and relax, run, play games, do surfing or just chill out.",Afrina Gorginya
"Kuta Beach, Bali Start Here..",YexaneX 007
Love to see the sunset here😍,F F
Didnt get to spend a lot of time but is really amazing beach. Busy as well.,Samundra Dhakal (Sulav)
"my most fond memory of this place is when i'm still young and i'm terrified of bulldozers that is going around the place, like i don't know what im thinking back then but i think those big yellow vehicle ruin the mood that time …",Limila
"It's a pretty and long beach with white-brownish sands. but sadly in February 2021 when I last visited this city, a lot of trash was carried away to the shore. but it doesn't mean that you skip this beach. at dawn, it's very pretty and we can see a mountain from here.",Nurul Rahmi A
"This beach has a bigger wave than other beaches I visited in Bali. My son lost his glasses when flowing the water to the shore, because of strong wave. Better watch out ur kids when playing.",Yeti Wijayanti
Love this sunset pic I took at here. Pretty beach with big waves. Kind of perfect if you want to surf.,Selvianna Rafief
"Superb beach- The beach is quite long. Waves are continuously and forced one , water is also clean, clean beach. People comes here most for Surfing 🏄. If you love to do surfing, must try once in Kuta Beach 🏝. People offer surfing 🏄‍♀️ …",Sunil Dahal
Beautiful beach and view. You just have to walk a little bit away from the crowded place to enjoy.,g manju
"Beautiful,  but not so clean at this time. We walk along the shore from Double Six to Discovery Centro and back to Double Six. …",cicy lucatelli
"Light sports activities with morning walks and evening walks along the Kuta beach through the path.  For many parking spots on the Kuta highway, enter through the art market, or park through the German beaches and Legian beaches.  Seeing the many activities of local residents, I feel happy.",Mardy Yusuf
"Kuta beach bali, amazing place to chill out. Its always filled with people and you can also do surfing here with trainers or without trainers as well. Surrounded by numerous cafes which you would love to dine in. And some malls around have beach side cafes. One of them - OCEAN 360 lovely ambience.",Vedant Jaiswal
"Bali is famous for its beautiful beaches. One of the most famous is Kuta Beach which is always charming. Bali is famous for its beautiful beaches, and nothing is more famous than Kuta …",Iqbaal R. M
Fantastic beach... With very nice views and nice people... Enjoy your time.. What you want is what you will get..,Azhar Alrawahi
Kuta Beach is on the western side of the island's narrow isthmus. It's considered Bali's most famous beach resort destination.Kuta is where the modern era of tourism in Bali began. It is known for its long sandy beach and great waves for …,Sujoy Dattta
One of the best beaches near the city,Kashif Waheed
"one of the best beaches in Bali.. having a walk along the beach with friends is awesome.. you can do sunbathing, swimming, surfing, and so on. Sitting on the sand is just fine as you can enjoy the beautiful scenery while searching for some unique stones!",Fithrotul Izzah
tetap favorite place,joseph andrey_
Its really a perfect place to enjoy sunset,Arina Mabruroh
Beautiful beach with nice areas to swim or to relax on the beach. I found it relaxing just walking along the beach. A lot of people doing surf lessons or surfing of your into that. And places to stop to have a drink and relax on the beach.,GREGORY EGAN
"The beach now is very clean, no rubbish can be seen. A very nice place to relax, drink or watching sunset. Crowded mainly on public holidays.",Ordinary Man
Nice and clean beach good for swimming and also to do surfing. Kuta beach maybe is the most famous beach in bali it is a public beach you should pay arround 200k idr to rent 2 beds about surfing you should pay arround 200k to 300k to rent a surf borad with instructor always try to discuss about prices because it is different every season,Oussama Abbass
We love this! kuta beach.. so many people gathering here to see the sunset and that is beautiful,tynn aja
"Our favorite beach - we went to various different beaches but Kuta has everything one could ask for. Wide beach, clean sand, clear water, throughout the day the waves are good for surfing and also yet not too strong by the shore for people …",Siyana Marinova
Awesome place..But not secluded. Good for hanging out with friends and family.,Shezan
"Best place to enjoy the sunset, landscape, wave, surfing, hot sun, Strong wind, Good people, Good Environtment.. Enjoy life.. Cheerss..",Abank Runa
If you really wanted to enjoy the beach vibes widely you can come here sitting in the Coconut seller chair.. No entry fee! …,Mercys Tambunan
Nice place to spend your time at Bali,NUGROHO JATI
Too much people in here.. but this place still beautiful.. many seller offer everything and some people busy on swimming and surfing.  I juat like sitting beside the beach.. waiting for the sunset with wind through me,Karin Legina
Nice beach..clean..best view for Sunset..,Adesmon situmorang
"It's an awesome white sand beach😊... A Serene place Only heard with the sounds of waves.... Waves makes the sound calm... A place with cool breeze, non dusty shore, near to most of the hotels, indeed a wedding destination 😊... We …",bhavana nagraj
The view in the evening is very beautiful,Cindhy Yuanita
Nice place to relaxing. But it is a busy beach. You can watch a beautiful Sunset here.,Muhammad Muzhar
Favourite place to go when u're in bali... Beverage cost expensive... Just bring your own drink...,Rinaldi Elektrische
This place is very awsome. Amazing place like dream place. Super romantic and relaxing. Go to this place with your lover or family. Very exciting moment and place. Overall this beach is some amazing.,Ama Tobo
Great place to see the sunset and people surfing..,Lestari Angillath
"Although it's so crowded, I love that I can feel the nature from this beach, not mentioning its beautiful waves and another great spot for sunset,",Apriati Chen
If you wanna catch the beautiful sunset you should come here. The atmosfer in here is quite good even though there's crowd almost everyday. But it's okay for me.,Wanda Saraswati
This is the very famous beach in Bali. You must visit this beach when you are in Bali. The wave is great for surfing. I really love to play in the beach. And it is free to swim or play in the beach. The view around sunset is so beautiful. During my several times in Bali I always visited this beach. Never get bored.,Dian Wijaya
Clean and lots of options for refreshments and snacks. Good idea to have a wall separating it from the parking space. The sunsets don't disappoint. It's a city beach of course so that needs to be factored in.,Sebastian
"Nice beach and the water is good if you are a surfer, if you are going to swim, it will not be so good.",Alhan Gharam
Best place to watch sunset,puput septiani
"Bali has a rich assortment of beaches, each of which is a favorite destination on its own. Kuta beach resort remains one of Indonesia's major tourist destinations. …",Dr. Pradeep Gadge
"Amazing place to be for the sunset and have a walk a long the beach side,,fantastic! And sometimes you'll meet with a beautiful Balinese ceremony along the beach",Karjono Kartodinudjo
"Speaking of tourist attractions in Bali, of course not separated from the beauty of Kuta Beach who received international recognition. Kuta Beach has become a mainstream tourist destination. Tourists who come to the island of Bali, …",Ikhsan Martadi
Kuta Beach’s 2.5-kilometre stretch of cream-colored sand borders Legian to its north and Tuban (home of the Ngurah Rai International Airport) to its south. This beach on Bali’s southwestern coast is perhaps the most popular resort area in …,shammi raj
A less crowded beach in Bali.  Really enjoyable.  You can also surf here.  Beer and other soft drinks are available here for chilling and a cozy time.  Beach chair is also available and are free of cost if you buy drinks from the vendors. …,Atik Faisal Khan
lovely place with beautiful sunset view 😍,Siska Wulandari
Such a comfy place to meet up with wide & beautiful scenery,ade arieska (dheaa)
"Cant Explain in Words, Must visit once in life,  Love the place.",vikas ambade
"Yes. this is kuta beach, what did u expect?",Joshua Ivan (Joshua Lee)
"You have to pick your spot so it's not so crowded, but it's certainly worth a look at sunset. Its like there is a certain respect where everyone turns to the sun and watches it in relative silence...",Pay It Forward
love point. the best spot from my travelling recorded from Bali to florida,Yossi Rooseno
"Amazing beach.... Very beautiful and clean and clear... The shore is very clean with no plastic or human waste and the water is also very clear and gives a very thrilling experience to swim, raft, surf or play in the water... I visited the …",aman jain
"The most popular and crowded beach in Bali (if there is no pandemic covid 19), the kuta beach still one of the most favorite spot to visited even there are a lot of beautiful beaches in Bali. …",Aditya
It's really good beach view with sunset and awesome coconut water,shaikh shahnawaz
"Beautiful beach, easy to reach, always has awesome sunset😍 and great place to surf too.",Ye Rachmanda
"Apart from the unusual crowd,  Sunset is always beautiful here.. 💟",Ahsan Elahi
"The most famous beach in Bali. Full of people from all over the world, perfect sand, sea and sun and clean. The street seller, masseurs and all the people at the beach are asking to pick the trash or tidy up their stall and spot regularly several times in a day. Discipline of hygienic awareness is great.",rizky hermawan
Awesome place. Clean beach. Must go,Daljit Singh
Still the nice place to visit in the morning....,alvin pramana
"Very nice place to chill ,,, u can do surfing here and also there is a huge shopping mall on beach road , loads of eating options",sunjot singh saluja
"Its absolutely amazing, water water so warm, waiter service on the beach",Liesel Steinberg
A great place to sip on a cold drink and watch the sun go down . Can't wait to get back here .,Pete Hurley
Great spot to relax and watch sunset with your friends & family,Adji Akmal
"Beautiful beach, we can do some activities here like surfing and swimming. Be recomended to see sunset.",Zhu Se
Best place for beautiful sunset,wangi wiratmi
The beach is beautiful. Its a long beach. Good for surfing. You can spend quite time in the beach at night but its very much crowded all day.,Md Shahjahan Rasel
Perfect place to end a day watching the sunset while eating a meal.,Willie Lorenzo
Nice sight to end the day,Ihya Aulia Noor
"Always been my go-to beach when i visit Bali. Though this may not be most beautiful beach in Bali, but its strategic location and its perfect location for sunset are the reasons why you cannot miss visiting here.",Walking in Wonder
"Clean beach, perfect for sunrise-pictures.",Werner Schild
"There's just something timeless about Kuta Beach and watching the sun set with a beer or beverage. This is a great place to learn how to surf and with the street vendors and hotels so close,  why not sit down and remember what living is all about.",Brent Taprell
"Very less crowded place, good for beach lovers. Turquoise blue water with white sand, you can do snorkeling here as well. Can hire shacks for rest or sunbath. You can see 2-3 restaurants here with good food. Very peaceful and enjoy with friends and family.",Rashmi G
"Turquoise blue water and white sand. This is beach is very beautiful, and less crowded. Be prepared to hike down a little bit from the parking area down the beach area.",Aditya S
"Motorcycle parking fee IDR 5000  Beautiful beach, white sand, clear water, clean beach. Near the Padang Bay Port  Local warung available.  Not match for surfing.",Angga Angkasa
"A clean white sand beach just south of Padangbai harbor. Need another 5-10 minutes through a small road to reach the entrance from the intersection in front of the harbor. Several warungs available at the beach — can grab some coconuts, beers, or order from their menus. You can swim, but be careful with the tides. Had an overall great experience.",Gumilang Andika
"Probably my most favorite beach in Bali. Even though the location is quite near from the harbor, but the beach itself is a bit secluded. The entrance fee costs Rp10.000 per person and then you need to climb down staircase + hillside for about 20mins before you can reach the beach. Been here several times and it's always quiet and almost empty. There are some warung where you can buy food and drinks and the prices are affordable. Be careful of the waves tho...",Mr. R
"Great beach named ""white sand beach"". Good for snorkeling and just relaxation.  There are several warungs ashore.  Clean water, nice sand.  Be careful when swimming, the reef is deep and at low tide it is very close to the surface of the water.  There are several entrances to the beach. Somewhere you need an entrance ticket, somewhere you don't.",Roman Gutikov
"This place was better than what I expected..... hidden from the main road. Make sure you bring a good sandal/shoes for trekking the road down there. Pretty tosca, and not too many visitors while I was here. Be careful if you bring your car with you, cos you have to go retreat to the main road quite long way. Make sure you have driving skill more than average. Try the coconut, it does taste so good and fresh here. Sometimes some big boat come and go from the padang bay harbour nearby. Feels like in the lost beach...... amazing.",Matthew One
"One of the most beautiful virgin beach ive ever been. I was here in 2019 and i would like to come back anytime soon. Please mind your step when youre going down. I saw a couple using baby stroller at the parking area. They cannot continue to go to the beach, sadly. I wish i have the photos :(",Valentine Merrita Sari
Magnificent breathtaking hidden beach that everyone must visit when in Bali.,Yenny Kartika
"Another hidden gorgeous beach in Padang Bai, Karangasem. Prepare your comfort sandals to reach this place, just a short tracking for warming up. you can see the beautiful layering colour of blue. This beach is very clean, so lets keep it. There are some restaurants from locals that offer fresh coconut water and food, also sunbathing rentals I love the vibe, It is refreshing and relaxing.",Dode Leven
"Amazing hidden, out of the way beach. White, pristine sand with glassy turquoise water. Waves are small and safe for swimming. Perfect for relaxing. A couple of small warungs nearby with very friendly staff. Highly recommend.",Elia Mikhael
"Remote, peaceful beach.  The unspoilt Bali folks. No glamour - just rustic Bali serving you the best food!! It reopened July 31 - so please visit .  It’s magic, food is good, lovely Balinese family owned warungs.",Stephanie Brookes
"Beautiful and clean hidden beach ❤ The access (road) to go to the beach is a bit narrow , the parking space is limited. Some small cafes are nearby the beach - so we can have lunch there if we forget to bring some foods. It is quite tranquil and fit for family trip.",Yustika Muharastri
"If you want to find cozy, not crowded WHITE SANDS beach at the east side of Bali island, then you should check this hidden beach. It has a beautiful look and the sand is very soft. There are some shops for you to eat, drink and rent …",David Ko
Wonderful beach to hang out on a sunny day! Not crowded at all. Scooter parking and beach access is 10.000 IDR per person. You need to take a small walk down to the beach for approximately 5 minutes. Met …,Ralf Blaich
"Loved it. Secluded white sand beach. Arrived in the mid morning by scooter, entrance cost of 10000 rupiah per person. Found the beach scarcely populated with very few people. Lots of cheap beach warungs, 100000 rupiah for two sunbeds and …",Steve A
"Was a little bit difficult locating the entrance as it did not seem like an entrance apart from a small white sign that said “white sand beach 300m” pointing off to a dirt road/ forest looking area. However, the beach is nice and sandy with …",candice py
"Bias Tugel is a dreamy beach off the beaten path, with few tourists, barely any trash and amazingly clear water. Getting to this beach was somewhat involved, requiring a 5-10 minute hike over a hill and multiple redirections from locals on …",Kristen Francis
Bias Tugel Beach is a small bay with a 130 meter stretch of white sand just south of the busy Padangbai Harbour. The bay offers a tranquil scene that is made possible by a long and narrow headland that obscures it from the hubbub of the …,Edy Gautama
"Great beach with white sand, minimum of people, surrounded by lava rocks. Better to come in the morning while waves are not too big. Entrance fee is 10K per person with parking included. Some short walk down to …",Daria Simonova
"Simply put: WOW. This beach is incredible. Golden & white sand, soft as can be, and superbly crystal clear water, not too high waves, perfect for swimming. Takes a little ways to get there, but it is worth it. Atmosphere is laid back & relaxing, a few warungs for drinks & food, amazing Indonesian hospitality! Highly recommended 👍",Esa Khan
"Bias Tugel means piece of beach, because this beach is not so big, surrounding by a rock hills and somewhat difficult to access. …",T S
I really like the way I need to go walk in the middle of the dry forest just to get surprised by the beautiful beach and sand Unfortunately sometimes the water is too high. …,Andhita Triwahyuni
"One of my favorite beaches, located near the Padang Bai harbour so u can watch the ships from there. But, don't worry, for swimming is safe here cause the guard boat would standby between the ships area and the beach. …",Re Re
"Remote beach, super quiet. Great for swimming (with not so big waves). You need to pay 10.000 per person for entry. Just booked one of the bench on the beach, totally worth it",Tia Anisa
"Warung's on the beach open near by 10:00am, lunch, snacks, dinner available, soft drinks and regional beer. You need a massage- no problem! The new one - you can rend beach chairs. There are two ways to reach the beach. …",Olaf Heppner
"A good beach to relax. Quite and has a good scenery. To reach the beach, you must walk through a mini trail route. But it's worth it. White sand and calm wave to play. Also good for sunbathing",Michael Ivan Reinald
"Pretty far from the airport, but worth all the miles! This is a hidden gem (beach) located near padang bay, bali. You can reach here by motorcycle, but I prefer car, because it took almost 2 hour ride from the airport (and a lot of wind). …",Jenggo
"I really loved this place because the water sooo clean, due to I stay at Sanur it takes around 2,5 hours to get there but I really enjoyed it. We have to walk around 5-10 minutes from the parking area to get there, the parking fee for …",Laras Deaziska
"Nice view. I love the blue and teal color of the sea. Naturally beautiful. However the rocky road is the only option to get here. The ""stairs"" are pretty dangerous. but the view is amazing.",hana christina
"The nicest Beach I've seen in Bali. Long, nice sand, great color of the water, completely clean. However, big waves. I've seen a turtle in the afternoon. Access to the beach is not easy and if you come by road they'll even request 10k …",Miha Pšenica
Crystal clear waters... tiny hidden beach. Entrance is 10.000 IDR / person. Warung’s ask for 50.000 IDR per beach bed... there are lot of natural shades so umbrella & beach bed is not a necessity,neşe arikan
Most beautiful beach on bali,Jannis thude
If you’re looking for a pretty quiet white sand beach and blue water then look no further. Not too much trash when compared to the rest of Bali. The path to the beach is pretty manageable to everyone without any limitations. The warungs are fair priced and run by very happy locals who can’t do enough for you.,Sam Roberts
A bit of hiking to reach the beach but worth the walk.  In my opinion better than blue lagoon. …,Andreas Frankiewicz
"It’s not so easy to get there but it’s worth it:) Beautiful white beach and turquoise water!Also there is a shortcut when you’re coming from Padangbai, a small sign saying white beach, to the left. There are some shops and these ladies …",Emmy
One of favorite beach to visit.. Not so many people like other beach..more quite  but be carefull sometimes the wave could be dangerous...,Nanto Setiawan
"Romantic, Chilling, cozy, natural, very beautiful view. Careful when you are swimming here, sometimes the waves quiet big at the afternoon. It's kind a tricky when you want to reach the place, that you have to walking down the stairs from …",Made Jalan - jalan
"Secluded, picturesque white sandy beach. Probably the best on the isle of Bali. A must see. Challenging to get to, old tourist charm with a beach bar and a few shacks that serve up local dishes.",Shay Stewart
Cute little secluded beach. Beautiful white sand and crystal clear water. Perfect spot for a get away where you want to avoid the crowds.,David Marshall
We arrived at 10am and it was empty but when we left at 1pm there were many people enjoying the beach. We rented an umbrella and 2 loungers for $100K and also a coconut. Perfect beautiful beach!,Chris Jolliff
One of my favourite beaches in Bali.. Crystal blue water and white sand in this beach are amazing!,Veronica
"I think it is a very beautiful beach. The water is so clear and there are a lots of waves, which is give us lots of fun, But at the same time it is very dangerous for children for example. The ""restaurant"" is not very good there so you have …",Pető Dalma
This beach is suitable for family and ppl who don't like too crowded beach. The food vendors are also affordable.,Baby
"Awesome beach. Entrance -10k per person. Blue water and white sand, like in the film. You must visit it.",Arsenii Andrieiev
"Super nice beach with a sand seabed. The waves are very strong at points literally putting you down. The restaurants here are very good, especially the last one (can't remember the name) - had an amazing curry there!",Florin Baca
I love this beach! Not many people come to this beach. The color of sea is so blue! There are look like “jacuzzi” bath. You have to trackking maybe for 5 minutes to reach the beach. Parking area is so limited for cars.,Putu Novi Arfirsta Dharmayani
"this is bias tugal beach, for parking u must pay 10k. i prefer u bring motorcycle here because the small roads. the u go down the stairs in the left, u’ll find a door without a door LoL u get it when u see it. …",Putri Dusak
Excellent spot. Many snorkelling spots around here. A true gem spot and a must visit in Padangbai! Great local food stalls. Fresh fish. Friendly staff and wonderful tanning spots.,Cleo De Wet
Nice beach with azure water!,Valeria Oshovskaya
"Great beach with white and smooth sand. It was not busy at all, we had the beach for ourselves. Two Warungs allow you to get beer and local food there.",Michaela Lattenbergova
"Beautiful beach, there are 4 small restaurants/shops which are cheap. The water is warm and shallow making it great for children and families as well. The only downside is that it is hard to find but we'll worth it.",Zsombor Udvardy
"A truly secret beach. You have to walk for 10 minutes to get there. Several places to relax on the beach and get a foot massage or a beer 🍺. Beach is a little dirty because of the people, water is cristal clear with luck and some snorkel you can dive and see several fish 🐠, we found a dragon 🐉 fish.",Hugo Gamboa
Beautiful place. It’s just a 10min walk from the street. One of the rare white sand beaches on Bali.,Svea Faber
Clean beach. Quite during Galungan. Really love it! I have reviewed it in my youtube channel: Farid Ramadhana,Farid Ramadhana
"The sea is really green and blue, the white sand is really beautiful. Calm and clean. I love much being here. There are just few people who come ❤❤",Putri Fatmala
Nice place but many trash in the water. Blue lagoon is better. 10 min far from this beach by scooter.,Piotr Chojnacki
"We recommend you to visit Bias Tugel when yo came to Bali. Its quite challenging to reach the beach, but you better do it when you are still young!!!! Semangat brooo.",Daniel N Kristiawan
"Beautiful Beach, but a little difficult to find. Warungs are good!",Anja S
"It's actually a great beach.  Clear blue water, relatively clean, soft white sand, and not crowded at all.",Hayley Spelman
A really nice beach.. white sands clear water.. friendly local.. a bit of trekking required to reach the beach... part of the fun..,Sen2905
I love this place. Hidden and still so clean. Clear water. Let’s hope the tourists visit will take good care of this place’s cleanliness and keep the water blue!,Djo Closet
"Nice and clean beach,  not so many people  know.",Danti Wayanwatt
"Loved this beach. Nice secluded beach within walking distance from town centre. Snorkelling along the rocky coast was really beautiful. Local shops provided cheap beer, water and nice foods. You will need google maps to find entrance from …",Louis D
A hidden white sandy beach in Bali East. Need efforts to be down and up...but all the efforts worth the beach itself.,AiMei Huang
"White sand beach, worth the walk, waves can be dangerous but exciting. Food and drink cheap, sun beds to hire. Mind for mozzies on the way back through the woods!",Susan Green
"Amazing! Absolutely beautiful beach with white sand, azure water and not many people around. You have to pay 10K per person but that's totally worth it. There are several restaurants with normal prices offering classic variety of food and …",Luboš Mada
Very nice beach with crystal blue water and white sand. Not to big but not really crowded. Love it!,sopha mutia
"Known as ""Secret Beach"" when trying to find this place on Google Maps for the GPS to ride there, it turned out to be a great, just shy of 90 minute ride from Denpasar, right along the coast where you can really get some speed. The water was …",BayAreaLen Classic
Escape here. Big wave. Chill spot. Sand surf. Beers. Local food. Nice people !,Griska Gunara
"Still can be considered ""virgin"", the crowd aren't that many so you can enjoy calm surrounding. The price is very reasonable, cheaper than the other beach spot. …",Leo
"Come for the beach, stay for the puppies. Nice and quiet, secluded. Expect to pay 10k for parking, and a mildly easy walk down to the beach. There are 5 huts or so, where you can get food and drinks and rent sunbeds. Prices all very reasonable.",Jon Tennant
"15 min walk from the city centre (5 min the mountain path). The beach is hidden between the rocks, that makes it quite cozy. High waves from time to time, though the water is usually calm. …",Ekaterina G
This is a super beautiful beach. The blue and teal color is so beautiful like it's edited by photoshop.,Christina Teguh
"Less tourists, quiet and secluded, locals very trust worthy, can leave your things with them. Water temperature so warm and a beautiful place to sit. Do be warned that the tide rises and you can't lie on the main beach when it is high but you can move up and lie next to the beach chairs set up.",Paige Barkle
White sand beach with a very enjoyable waves to play on. 10k entrance fee and a 2 minutes walking down to get there make it more trip worthy. Little warungs and sun beds managed by locals will make you want to stay for a full day.,Kreshna Lingga
"Beautiful place with clean water and several Warungs with sunbeds (price negotiable!). Good food and drinks available. Depending on high or low tight, there might be bigger waves, but should be still accessible. Some big fish to be spotted …",Magda B
Beautiful hidden spot. The views are amazing. Liked it much more than blue lagoon beach. …,Evgeniia Portniagina
"Just 5 minutes away right side of padagbai port, road is passing the hills and, to be careful of riding, 10K of entrance fee to enjoy a remote small white sand beach with crystal blue seawater. Mount agung can be seen through here as well. Local warungs are available. Drone is recommended for best  photo or video shoots experience",Yan Suin
"This is actually Bias Tugel beach but it's sign posted as White Sand Beach, and is duplicated on Google maps as ""Secret Beach"". …",Hugh Campbell
Away from the chaos and filth of Padang Bai harbour lies a little gem. Access is a bit of a wall (5-10 mins),Sailor Jim
"Away from the tourist areas, great local food (BBQ fish is excellent) at very reasonable prices.  There's an entrance/parking fee but 10000 IDR.(60p) is pretty good for all day!   Beautiful sand, great for snorkelling once you get past the …",Chris Thompson
"Nice secluded beach. White sand, not crowded. Few warung on the beach. Laid back.",Leo Burrus
Tourist mafia will charge you 10k per person in order to continue on the street to the beach and then charge you again on the beach. Walk through the bush if you want to avoid it. A nice pool on the rocks to take your Instagram pictures. Good swimming.,Nils
"A hidden gem with white sand, big waves, some coral and fish. Seen a ray and a turtle as well. Very clean beach with some warungs in the background. Just a few people, no loud music or aggressive merchants. …",Gabor Kristofcsak
"Don't believe Google maps, navigation is works wrong, mapsme as well.it was difficult to find it and after small hiking to beach))) entrance 10K . …",Вероника Горянская
"Not easy to get there, but it worth. little hidden sandy beach, big 🌊",Vilmos Kovacs
"This is named ""white sand beach"". When you go there, be ready to walk down from jungle like place. Once you here the waves, you'll know you're nearly there. …",Rowena Valencia
"Loved it, great beach. Blue water, intermediate waves.",Maksim Kotlov
"Lovely, quiet place with crystal clear water and clean beach side. Only few tourists and around 8 restaurants you can eat grilled fish and drink a cold one. Definitely worth visiting!",Mateusz Osuch
Enjoyed this beach a lot more than Blue Lagoon beach.,Gabriel Duby
Really nice and Long Beach. It was not die crowded and we had the feeling that there was a lot of space. We rented Sunbeds for about 50.000 IDR each. …,Ronny Lethmate
The sand is white and with its black rockin rock just looks a perfect match!,Komang Risma Devi Kartika
We came here twice during our week-long stay in Bali because of how much we loved it. The beach is STUNNING and on a sunny day the water is the most beautiful hue of crystal blue. …,Michael Maurer
This is the beach you should visit if you're in Padang bai it is much cleaner and more private than blue lagoon with beautiful clear water and quite a few fish out passed the waves. Most of the beach huts will provide free snorkel gear if …,Darryl Keane
"Nice and clean white beach. Be aware when swimming, there are some naughty  rocks under water. As  already mentioned it is 10k entrance pp. Remeber when complaining about paying entrance: 10.000 RP = 0,60 €",david gallun
Do not miss this beautiful and relaxing place. its magical. clean beach and beautiful weather you can have refreshments. they have 5 resturaunts but no restrooms of any kind. its far but worth it.,Esraa noah
Beautiful little white Beach. Ten minute walk from Padang Bai through a very steep narrow pathway. (You can buy Sarongs here that are cheaper than in Padang Bai) …,Neomi G
The most beautiful beach in the neighbourhood. It's difficult to reach but once you understand it become you own paradise. Just pay attention when the waves become bigger because there are rocks in the water. Magical place!,Simona
"One of the most beautiful beaches in Bali, kind of wild and hidden. Great food and surprisingly, good prices. Best swim❤️",Anca Scridon
Beautiful beach with steep stairs for in and out. Clean water and sand that you can enjoy for all day long. Great waves for surfer but it need a new toilet and washroom in the beach side.,Wahyu Prasetia Utomo
"Small but very beautiful. If you’re into surf (or watching it), this is the spot to hang out for a sunset surf. People are super friendly, plenty of dogs around playing (and chasing the monkeys) .. and lots of people coming here to have a go at the surf.",Roland Trimmel
"I went there to swim and the beach is not so bad,don't forget to bring a sarong or towel because there is no day sun bed",Natalia Tarra
"Nature is always beautiful. Padang Padang Beach has been one of them. So pure, no crowds, perfect beach for swimming, tanning. Stray dogs guard the beach from the monkeys 🙊😅",Maggie Leks
"Beautiful beach you can see it from the top of the bridge. Nearby there is a parking area it costs 1k for parking a bike. There is also an entrance fee for the beach it’s 15k. There is a second entrance at Le Cliff, if you just want to surf, so you can save the 15k. The beach is awesome also a great place for surfing, but beware of the monkeys they will steal everything from you, even your shoes, doesn’t matter what, if they want it then  they will get it, if you leave it unintended.",Carlos
Recommend hiring reserve vehicle or your own transportation as finding taxi can be difficult at times.  Delicious satay often cooking upon arrival.  As you walk down the spiral stairs down to the beach you encounter this dreamy little beach. The waves here are often perfect for surfing! If you don’t surf then you can take the time to take in the stunning landscape and beautiful beach walk. Small entrance fee to go to this beach.,bryan earles
"Nice beach. Clear blue water, nice for surfing. But you need to be ready for the ladders, cos it's located under the cliff",Vioranda Felani
"a place if you want to learn surf, sunbath, and just spend the afternoon. But beware of the monkeys who can steal your goods. Especially a shiny goods like key, stainless steel tumblr. Dont forget wear the bikini to go here",Rizky Ramadhan
Beautiful scenery. Surfing spot. Entry fee applied. Close to Bingin beach.,Cucini Laundry
"One of the most beautiful place in Bali. I wish to surf, this was really to inspiring see people surfing. There are no many places in Bali that you can get in the ocean. But you can jun in the beach and get in the ocean in Padang Padang.",Gorkie
"Sea wind, nice sands, seaweed, and beautiful view",Hello Gulo
Amazing little oasis. Enjoyed every minute here!,Annie Zhou
one of the best beaches for taking pictures,Roozbeh Rahiminejat
What Bali is all about. And of course a perfect spot for an Insta picture if that’s what you’re after 😂,Michael Schumacher
"Nice white sandy beach.. Not so big, only small spot but nice. If you like to do surfing, or just lying down on the beach. This beach is for you. …",Suwito Bali
"One of the most famous beach in Uluwatum the infrastructure is quite complete. It has free toilets, shower, and decent pathway. Be careful with monkeys. …",Hadid Windoro
"One of the most beautiful beaches in South Kuta, no question. There's a ticket counter on the top of (around) 50 staircases you need to take to get to the beach. Ticket price is very cheap, consider it a little donation to the venue …",bluemyth
"Being here is like being on your private beach. The atmosphere on the beach is amazing, the water is still clear, the scenery is very beautiful. Along the way to this beach you will pass many nice sights. You can find monkeys on this beach. …",Dewa Ayu Oka Damayanthi
"Picturesque beach. Went there in the morning, not a lot of people. Water was calm and perfect for a swim",Min-Ha Cho
"What a great beach! Worth the day trip from Seminyak. Best to get there by 10:30am as it was filling up rapidly (on a Tuesday). 15k entrance fee for adults, 10k for kids over 3. Plenty of people selling food and drink on the beach etc. …",Stephen Derry
Nice beach,Jason Yoon
"when you go in high tide, it offers beginners a very nice surf practice. Also, if you want to take surf classes, the lifeguard Wayan is great!",Sezin Kızıltan
Very nice beach with the best audience class in all of Bali beaches. Perhaps because of the token entry fee here. Quite a few people were surfing/swimming. Great place to take pictures. The beach is slightly rocky right where the water …,Rajat Dutta
"This beach has it all!! Monkeys, markets, surfing, caves, and plenty of sun. It’s a hidden gem for beach bums and adventurers! If you’re looking for a great beach in Bali, check out Padang Padang. After you pay a small amount to get in, you …",Madison Munnerlyn
I really liked this beach in Uluwatu there is an entry fee of 10000 but there is a lifeguard and it is kept clean. It is a steep walk down some steps to get to the beach so might not be good for some people it is only a two three min walk …,Lucy Hampson
"Not too big to explore but very nice view.  Suggest to go in the almost sunset time, its not too hot but very beautiful to …",Pakkapoy SS.
